Tag,Player,Elo,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,LeadPokemon,TurnCount,Result,Pokemon 1 Move 1,Pokemon 1 Move 2,Pokemon 1 Move 3,Pokemon 1 Move 4,Pokemon 2 Move 1,Pokemon 2 Move 2,Pokemon 2 Move 3,Pokemon 2 Move 4,Pokemon 3 Move 1,Pokemon 3 Move 2,Pokemon 3 Move 3,Pokemon 3 Move 4,Pokemon 4 Move 1,Pokemon 4 Move 2,Pokemon 4 Move 3,Pokemon 4 Move 4,Pokemon 5 Move 1,Pokemon 5 Move 2,Pokemon 5 Move 3,Pokemon 5 Move 4,Pokemon 6 Move 1,Pokemon 6 Move 2,Pokemon 6 Move 3,Pokemon 6 Move 4,Weather-Rain,Weather-Sand,Avg_HP,Avg_Attack,Avg_Special Attack,Avg_Defense,Avg_Special Defense,Avg_Speed,Lead_HP,Lead_Attack,Lead_Special Attack,Lead_Defense,Lead_Special Defense,Lead_Speed,Has_Normal,Has_Fighting,Has_Flying,Has_Poison,Has_Ground,Has_Rock,Has_Bug,Has_Ghost,Has_Steel,Has_Fire,Has_Water,Has_Grass,Has_Electric,Has_Psychic,Has_Ice,Has_Dragon,Has_Dark
2180486961,Aliando Blyat,1424,Kyurem-Black,Latios,Garchomp,Scizor,Salamence,Latias,Latios,14,lose,Fusion Bolt,,,,Draco Meteor,,,,Stealth Rock,Earthquake,,,Pursuit,,,,Outrage,,,,Draco Meteor,,,,0,0,92.99999999999999,122.5,90.83333333333333,100.83333333333333,95.83333333333333,97.0,80.0,90.0,80.0,130.0,110.0,110.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2181857545,bwr spyro190,1360,Volcarona,Garchomp,Starmie,Scizor,Dragonite,Breloom,Garchomp,3,win,,,,,,,,,,,,,,,,,,,,,,,,,0,0,79.0,109.83333333333334,86.66666666666666,88.33333333333333,85.83333333333333,88.66666666666669,108.0,130.0,95.0,80.0,85.0,102.0,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
2182517836,Bnzuko,1448,Landorus-Therian,Thundurus-Therian,Heatran,Jirachi,Garchomp,Conkeldurr,Landorus-Therian,17,win,Stealth Rock,,,,Hidden Power,Thunderbolt,Focus Blast,,,,,,U-turn,Ice Punch,,,Dragon Rush,Hone Claws,Substitute,,,,,,0,0,95.33333333333333,118.33333333333334,92.66666666666666,102.50000000000001,86.0,86.0,89.0,145.0,90.0,105.0,80.0,91.0,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
2182632207,ALostHeart,1333,Magnezone,Starmie,Garchomp,Salamence,Scizor,Kyurem-Black,Kyurem-Black,20,win,Hidden Power,Sunny Day,,,Thunderbolt,,,,Earthquake,,,,Earthquake,,,,Pursuit,Bullet Punch,Superpower,Swords Dance,Fusion Bolt,,,,0,0,88.0,118.33333333333333,95.83333333333334,99.16666666666667,85.0,89.5,125.0,170.0,100.0,120.0,90.0,95.0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
2182703089,berdaniel,1288,Conkeldurr,Tentacruel,Keldeo,Landorus-Therian,Skarmory,Latios,Skarmory,19,win,Mach Punch,Thunder Punch,,,,,,,Hidden Power,,,,U-turn,,,,Stealth Rock,Taunt,,,Dragon Pulse,Draco Meteor,,,0,0,85.0,99.5,93.33333333333333,89.83333333333334,89.16666666666667,87.33333333333333,65.0,80.0,140.0,40.0,70.0,70.0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
2183380906,Stalag1a,1288,Ferrothorn,Keldeo,Latios,Tentacruel,Landorus-Therian,Politoed,Ferrothorn,37,win,Stealth Rock,Power Whip,Knock Off,,Surf,,,,Surf,,,,Scald,Toxic,Substitute,Protect,Earthquake,Outrage,U-turn,,Surf,,,,0,1,84.0,91.0,88.5,98.0,102.66666666666666,83.16666666666667,74.0,94.0,131.0,54.0,116.0,20.0,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
2185569642,nvictt,1321,Hydreigon,Rotom-Wash,Scizor,Starmie,Blissey,Skarmory,Rotom-Wash,21,lose,Dragon Pulse,,,,Hydro Pump,Will-O-Wisp,,,U-turn,Superpower,,,,,,,,,,,Whirlwind,Spikes,,,0,0,98.66666666666667,77.5,88.66666666666666,83.33333333333333,94.5,81.50000000000001,50.0,65.0,107.0,105.0,107.0,86.0,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
2185581841,AstroMigui,1313,Tyranitar,Landorus-Therian,Excadrill,Garchomp,Celebi,Latios,Landorus-Therian,22,lose,Superpower,Rock Slide,Pursuit,Stealth Rock,Earthquake,Substitute,Smack Down,,,,,,Earthquake,,,,,,,,Surf,,,,1,0,97.83333333333333,122.33333333333334,89.16666666666666,93.33333333333334,90.0,92.0,89.0,145.0,90.0,105.0,80.0,91.0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
2185892644,eyedroppy,1362,Terrakion,Tyranitar,Celebi,Excadrill,Landorus-Therian,Keldeo,Landorus-Therian,32,lose,Stone Edge,,,,,,,,Baton Pass,Substitute,Leaf Storm,Recover,Rock Slide,Earthquake,,,Hidden Power,Earthquake,Stealth Rock,,Scald,Substitute,,,1,0,96.83333333333333,119.16666666666667,90.0,91.83333333333334,87.5,92.66666666666666,89.0,145.0,90.0,105.0,80.0,91.0,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False
2186110586,emilundso,1409,Mamoswine,Latios,Scizor,Latias,Terrakion,Magnezone,Mamoswine,18,lose,Stealth Rock,Ice Shard,,,Draco Meteor,,,,Superpower,Quick Attack,,,,,,,Close Combat,Rock Slide,,,Thunderbolt,,,,0,0,83.5,104.83333333333334,92.50000000000001,94.5,93.33333333333333,88.83333333333333,110.0,130.0,80.0,70.0,60.0,80.0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False
2186142644,celebicelebrates,1386,Politoed,Starmie,Thundurus-Therian,Terrakion,Ferrothorn,Latios,Politoed,12,win,Hydro Pump,,,,Hydro Pump,,,,,,,,Close Combat,Stone Edge,,,Power Whip,,,,Draco Meteor,,,,0,1,78.99999999999999,94.66666666666667,88.49999999999999,98.50000000000001,96.83333333333333,87.33333333333333,90.0,75.0,75.0,90.0,100.0,70.0,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False
2186796753,SpartanRebornFRA,1336,Alakazam,Tyranitar,Landorus-Therian,Rotom-Wash,Excadrill,Latios,Landorus-Therian,27,win,Psyshock,Focus Blast,,,Stone Edge,,,,Stealth Rock,,,,Thunderbolt,Thunder Wave,Hydro Pump,Volt Switch,Iron Head,,,,Draco Meteor,,,,1,0,80.66666666666667,103.16666666666666,81.99999999999999,103.33333333333334,91.16666666666666,92.66666666666666,89.0,145.0,90.0,105.0,80.0,91.0,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False
2186818908,ryusen696969,1373,Garchomp,Blissey,Suicune,Scizor,Zoroark,Alakazam,Garchomp,15,win,Earthquake,Hidden Power,,,Ice Beam,Flamethrower,,,Surf,,,,,,,,,,,,,,,,0,0,108.00000000000001,83.33333333333333,70.83333333333334,92.5,93.33333333333333,88.66666666666666,108.0,130.0,95.0,80.0,85.0,102.0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True
2186858474,Pokemon Master JL,1327,Lanturn,Skarmory,Landorus-Therian,Chansey,Porygon2,Rotom-Wash,Lanturn,49,lose,,,,,,,,,,,,,,,,,,,,,,,,,0,0,110.66666666666666,72.16666666666667,81.66666666666667,77.66666666666666,88.83333333333333,70.66666666666667,125.0,58.0,58.0,76.0,76.0,67.0,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
2186910029,Rick91,1392,Politoed,Rotom-Mow,Starmie,Skarmory,Toxicroak,Scizor,Rotom-Mow,19,lose,Scald,Encore,,,Leaf Storm,Volt Switch,,,Surf,,,,Brave Bird,,,,Bulk Up,,,,Bullet Punch,,,,0,0,69.66666666666667,88.50000000000001,95.33333333333333,79.33333333333334,84.49999999999999,81.83333333333333,50.0,65.0,107.0,105.0,107.0,86.0,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False
2186985948,baixiaohen,1327,Garchomp,Volcarona,Dragonite,Breloom,Starmie,Scizor,Starmie,8,lose,,,,,,,,,,,,,,,,,Thunder,Ice Beam,,,Bullet Punch,Superpower,Swords Dance,,0,0,79.0,109.83333333333334,86.66666666666667,88.33333333333334,85.83333333333333,88.66666666666667,60.0,75.0,85.0,100.0,85.0,115.0,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
2187248154,magma_man85,1266,Tyranitar,Latias,Excadrill,Alakazam,Rotom-Wash,Landorus-Therian,Rotom-Wash,22,win,Crunch,Pursuit,Stealth Rock,,Thunder Wave,Recover,Ice Beam,,Earthquake,Iron Head,,,Psychic,,,,Will-O-Wisp,Volt Switch,,,Earthquake,Knock Off,,,1,0,80.66666666666666,101.5,83.66666666666666,100.0,94.5,92.66666666666667,50.0,65.0,107.0,105.0,107.0,86.0,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False
2187349496,kingoglu,1314,Magnezone,Excadrill,Landorus-Therian,Volcarona,Keldeo,Latios,Keldeo,17,lose,Hidden Power,,,,,,,,,,,,Quiver Dance,,,,Protect,Hidden Power,Secret Sword,,Draco Meteor,,,,0,0,87.5,95.33333333333333,83.33333333333333,113.16666666666667,90.0,92.83333333333333,91.0,72.0,90.0,129.0,90.0,108.0,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
2187400247,Yankiken,1436,Scizor,Rotom-Wash,Tentacruel,Mamoswine,Chandelure,Abomasnow,Abomasnow,22,win,Bullet Punch,U-turn,,,Hydro Pump,Volt Switch,,,Scald,,,,Icicle Crash,Stealth Rock,Ice Shard,,,,,,Ice Shard,Wood Hammer,,,0,0,76.66666666666667,90.33333333333333,86.16666666666667,91.16666666666666,90.33333333333333,78.5,90.0,92.0,75.0,92.0,85.0,60.0,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False
2188078056,PirateDesCarabing,1361,Tyranitar,Landorus-Therian,Excadrill,Kyurem-Black,Amoonguss,Keldeo,Landorus-Therian,36,lose,Thunder Wave,,,,Hidden Power,U-turn,,,Earthquake,Rapid Spin,Stealth Rock,Iron Head,Outrage,,,,Giga Drain,,,,Scald,Protect,Secret Sword,,1,0,104.83333333333333,123.5,86.66666666666667,97.33333333333334,84.16666666666667,78.83333333333334,89.0,145.0,90.0,105.0,80.0,91.0,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False
2188202628,sandwichmanguy,1395,Ferrothorn,Politoed,Chansey,Blastoise,Keldeo,Landorus-Therian,Chansey,34,win,Spikes,Power Whip,Leech Seed,Knock Off,Rest,Toxic,Hydro Pump,,Seismic Toss,Stealth Rock,,,Rapid Spin,,,,Calm Mind,Hidden Power,Secret Sword,,U-turn,,,,0,0,112.16666666666667,79.0,81.83333333333333,83.0,99.33333333333333,69.5,250.0,5.0,5.0,35.0,105.0,50.0,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
2190113712,magicomagiKarp,1259,Kyurem,Haxorus,Garchomp,Dragonite,Salamence,Tyranitar,Garchomp,23,win,Outrage,,,,Outrage,,,,Outrage,Fire Fang,,,Outrage,,,,,,,,Pursuit,,,,0,0,99.16666666666667,135.0,93.33333333333333,95.83333333333333,87.5,89.16666666666667,108.0,130.0,95.0,80.0,85.0,102.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2190708865,Blub234,1456,Magnezone,Kyurem-Black,Jirachi,Garchomp,Latios,Dragonite,Jirachi,26,lose,Hidden Power,,,,Outrage,,,,U-turn,Iron Head,Body Slam,Stealth Rock,Earthquake,,,,Surf,,,,Earthquake,,,,0,0,95.66666666666667,115.66666666666667,97.49999999999999,110.00000000000001,95.83333333333334,91.16666666666666,100.0,100.0,100.0,100.0,100.0,100.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2191049958,krukz,1433,Alakazam,Latios,Landorus-Therian,Rotom-Wash,Tyranitar,Skarmory,Tyranitar,83,win,Psychic,,,,Trick,Draco Meteor,Surf,,Hidden Power,Earthquake,Stealth Rock,U-turn,Pain Split,Hydro Pump,Will-O-Wisp,Volt Switch,Crunch,Ice Beam,,,Roost,Brave Bird,Whirlwind,Spikes,1,0,73.16666666666667,94.0,95.33333333333333,101.66666666666667,92.00000000000001,89.66666666666667,100.0,134.0,110.0,95.0,100.0,61.0,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False
2191324142,htjyrkutlio,1308,Starmie,Tyranitar,Breloom,Garchomp,Excadrill,Volcarona,Starmie,3,lose,,,,,,,,,,,,,,,,,,,,,Quiver Dance,,,,0,0,87.16666666666667,110.66666666666667,82.5,86.66666666666667,83.33333333333333,89.33333333333334,60.0,75.0,85.0,100.0,85.0,115.0,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False
2191347344,UmbreonSupremo,1316,Gastrodon,Politoed,Scizor,Jolteon,Tentacruel,Conkeldurr,Jolteon,14,lose,,,,,Protect,,,,Pursuit,Superpower,Swords Dance,,Volt Switch,,,,Toxic,,,,,,,,0,1,86.83333333333333,93.83333333333333,77.16666666666667,80.33333333333333,90.33333333333333,74.83333333333334,65.0,65.0,60.0,110.0,95.0,130.0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
2191537229,fhjvvnbb,1354,Scizor,Nidoking,Rotom-Wash,Garchomp,Landorus-Therian,Tyranitar,Landorus-Therian,23,lose,U-turn,,,,Substitute,Earth Power,,,Volt Switch,,,,Earthquake,Outrage,,,Stealth Rock,,,,Pursuit,,,,1,0,83.0,116.0,96.49999999999999,87.49999999999999,87.83333333333334,81.66666666666667,89.0,145.0,90.0,105.0,80.0,91.0,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False
2192194092,Jkonek,1355,Tyranitar,Alakazam,Garchomp,Ferrothorn,Landorus-Therian,Magnezone,Landorus-Therian,20,win,Stone Edge,,,,Shadow Ball,Hidden Power,,,Draco Meteor,Stealth Rock,,,,,,,Hidden Power,Earthquake,Explosion,,Volt Switch,,,,1,0,82.66666666666667,103.83333333333334,97.66666666666667,99.83333333333334,92.66666666666666,75.66666666666667,89.0,145.0,90.0,105.0,80.0,91.0,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False
2192448729,LTitan9,1303,Keldeo-Resolute,Alakazam,Latios,Landorus-Therian,Tyranitar,Terrakion,Keldeo-Resolute,13,win,Hydro Pump,,,,,,,,Dragon Pulse,,,,Hidden Power,,,,,,,,Close Combat,,,,1,0,84.33333333333334,103.33333333333333,84.16666666666667,111.0,92.5,99.66666666666667,91.0,72.0,90.0,129.0,90.0,108.0,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
2193016062,Aroma Nobody,1322,Bisharp,Celebi,Heatran,Latios,Landorus-Therian,Tentacruel,Landorus-Therian,21,win,Substitute,Low Kick,Swords Dance,Sucker Punch,Stealth Rock,,,,Earth Power,Hidden Power,Magma Storm,Protect,,,,,Hidden Power,U-turn,,,Scald,Toxic,,,0,0,84.16666666666666,103.33333333333334,90.16666666666666,100.83333333333333,97.66666666666666,91.33333333333334,89.0,145.0,90.0,105.0,80.0,91.0,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True
2193323594,JukeDuke,1367,Magnezone,Metagross,Kyurem-Black,Garchomp,Latios,Salamence,Magnezone,35,win,Hidden Power,Sunny Day,Magnet Rise,,Stealth Rock,Pursuit,,,Ice Beam,Outrage,,,Earthquake,Outrage,Swords Dance,,Draco Meteor,,,,Dragon Dance,Fire Blast,Dragon Claw,,0,0,92.99999999999999,121.66666666666667,99.99999999999999,110.83333333333333,90.83333333333333,89.5,70.0,70.0,115.0,130.0,90.0,60.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2195771119,Gen5OU.AntiMeta,1389,Tyranitar,Bronzong,Aerodactyl,Tentacruel,Politoed,Reuniclus,Tyranitar,63,lose,,,,,Trick Room,Psyshock,,,Aerial Ace,Rock Slide,Earthquake,Double-Edge,,,,,Hydro Pump,Ice Beam,Surf,,,,,,0,1,87.83333333333333,89.66666666666666,84.33333333333334,88.16666666666667,99.33333333333334,70.66666666666667,100.0,134.0,110.0,95.0,100.0,61.0,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
2196279082,SpinoRaptor2023,1353,Alakazam,Skarmory,Tyranitar,Mamoswine,Jellicent,Excadrill,Skarmory,119,lose,Shadow Ball,Grass Knot,,,Stealth Rock,Thief,Brave Bird,Spikes,Crunch,Thunder Wave,,,Icicle Crash,Ice Shard,Superpower,,Taunt,,,,Rapid Spin,,,,1,0,90.0,98.16666666666667,84.16666666666667,79.16666666666666,80.83333333333333,79.83333333333333,65.0,80.0,140.0,40.0,70.0,70.0,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False
2196304999,sidalin,1315,Virizion,Skarmory,Jellicent,Nidoqueen,Excadrill,Hydreigon,Nidoqueen,38,lose,Swords Dance,,,,Stealth Rock,Roost,Whirlwind,,Will-O-Wisp,,,,Toxic Spikes,,,,Earthquake,Rapid Spin,Protect,,Draco Meteor,Dark Pulse,U-turn,,0,0,91.33333333333333,92.0,86.5,77.5,90.66666666666666,83.33333333333333,90.0,82.0,87.0,75.0,85.0,76.0,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True
2196443246,kodaekim,1390,Tyranitar,Garchomp,Rotom-Wash,Landorus-Therian,Jirachi,Latios,Rotom-Wash,19,lose,,,,,,,,,Hydro Pump,,,,U-turn,,,,Fire Punch,Thunder,Ice Punch,,Draco Meteor,,,,1,0,87.83333333333334,110.66666666666667,97.0,102.50000000000001,97.0,91.66666666666666,50.0,65.0,107.0,105.0,107.0,86.0,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
2196501340,yuzmv,1443,Keldeo,Tyranitar,Magnezone,Latios,Excadrill,Landorus-Therian,Keldeo,61,win,Scald,Focus Blast,Secret Sword,,Crunch,,,,Thunderbolt,,,,Recover,Draco Meteor,Surf,Calm Mind,,,,,Hidden Power,U-turn,,,1,0,90.0,107.66666666666667,90.83333333333333,106.5,89.16666666666666,86.33333333333334,91.0,72.0,90.0,129.0,90.0,108.0,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
2198616069,CollateralDamageJr,1298,Roserade,Bronzong,Tentacruel,Politoed,Mamoswine,Thundurus-Therian,Roserade,57,win,Weather Ball,Protect,Magical Leaf,Hidden Power,Shadow Ball,Stealth Rock,Hidden Power,,Scald,Rapid Spin,Protect,Toxic,Perish Song,Protect,,,Ice Shard,Superpower,Icicle Crash,,Hidden Power,Thunder,Substitute,Focus Blast,0,1,81.0,89.83333333333333,76.83333333333334,98.16666666666667,96.83333333333333,79.0,60.0,70.0,55.0,125.0,105.0,90.0,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False
2199607214,onlyusemebladee,1467,Tyranitar,Breloom,Latios,Landorus-Therian,Excadrill,Rotom-Wash,Breloom,30,lose,Crunch,Pursuit,,,Swords Dance,Seed Bomb,Drain Punch,Protect,Draco Meteor,,,,Earthquake,U-turn,,,Rapid Spin,,,,Volt Switch,,,,1,0,81.5,116.5,87.83333333333333,90.83333333333333,87.0,84.33333333333333,60.0,130.0,80.0,60.0,60.0,70.0,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False
2200982971,crimsonbacon38,1318,Politoed,Keldeo,Garchomp,Latios,Ferrothorn,Starmie,Politoed,42,win,Encore,Surf,,,Calm Mind,Secret Sword,Hidden Power,Surf,Stealth Rock,,,,Surf,,,,Spikes,Gyro Ball,Knock Off,,Hydro Pump,,,,0,0,83.83333333333333,89.33333333333334,92.66666666666667,97.16666666666667,97.66666666666667,87.5,90.0,75.0,75.0,90.0,100.0,70.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
2201613443,cammie the best,1454,Politoed,Ferrothorn,Tentacruel,Mamoswine,Thundurus-Therian,Latios,Politoed,17,lose,,,,,,,,,,,,,,,,,,,,,,,,,0,1,85.5,94.0,83.5,94.83333333333334,97.66666666666666,80.16666666666666,90.0,75.0,75.0,90.0,100.0,70.0,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False
2201644525,mello ss,1487,Keldeo,Jirachi,Excadrill,Dragonite,Celebi,Weavile,Jirachi,13,lose,Surf,,,,Icy Wind,Hidden Power,,,Earthquake,,,,Wing Attack,,,,,,,,Ice Shard,,,,0,0,93.66666666666669,110.16666666666667,85.0,87.33333333333334,90.00000000000001,100.16666666666667,100.0,100.0,100.0,100.0,100.0,100.0,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True
2201683611,Cheese_contest,1330,Volcarona,Salamence,Abomasnow,Excadrill,Latios,Terrakion,Excadrill,16,lose,,,,,Dragon Dance,Outrage,,,,,,,Stealth Rock,,,,Dragon Pulse,Surf,Calm Mind,,Close Combat,Stone Edge,Substitute,,0,0,91.83333333333333,106.83333333333334,75.0,98.16666666666667,89.16666666666667,94.33333333333333,110.0,135.0,60.0,50.0,65.0,88.0,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False
2201734041,Ddrakos,1370,Garchomp,Magnezone,Kyurem-Black,Haxorus,Scizor,Keldeo,Kyurem-Black,17,lose,Earthquake,,,,,,,,Dragon Claw,,,,Outrage,,,,Bullet Punch,U-turn,,,Hydro Pump,,,,0,0,90.0,119.83333333333334,98.33333333333334,95.66666666666667,84.16666666666666,87.83333333333333,125.0,170.0,100.0,120.0,90.0,95.0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
2202848388,Winterchillz,1366,Garchomp,Latios,Starmie,Landorus-Therian,Dragonite,Magnezone,Landorus-Therian,12,lose,Outrage,Swords Dance,,,,,,,Ice Beam,,,,Stealth Rock,,,,Dragon Dance,Earthquake,,,Thunderbolt,,,,0,0,83.00000000000001,107.33333333333334,93.33333333333334,107.50000000000001,91.66666666666667,93.0,89.0,145.0,90.0,105.0,80.0,91.0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
2203733132,duxincorporated,1271,Reuniclus,Tyranitar,Scizor,Garchomp,Landorus-Therian,Thundurus-Therian,Scizor,15,win,,,,,,,,,,,,,,,,,,,,,,,,,1,0,92.66666666666666,118.16666666666667,90.00000000000001,100.83333333333333,85.0,75.0,70.0,130.0,100.0,55.0,80.0,65.0,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False
2203906188,yxuuu,1317,Cresselia,Chansey,Excadrill,Ninetales,Volcarona,Xatu,Chansey,132,lose,Ice Beam,Moonlight,Toxic,,Toxic,Soft-Boiled,Seismic Toss,Stealth Rock,Rapid Spin,Earthquake,,,Will-O-Wisp,Flamethrower,Pain Split,,Bug Buzz,Morning Sun,Quiver Dance,,Night Shade,Reflect,Stealth Rock,U-turn,0,0,117.16666666666667,70.16666666666666,65.83333333333333,78.5,95.83333333333334,86.33333333333333,250.0,5.0,5.0,35.0,105.0,50.0,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2205237930,uhukkjhh,1491,Dragonite,Starmie,Latias,Volcarona,Jirachi,Garchomp,Latias,23,lose,Dragon Dance,Outrage,,,Ice Beam,,,,Draco Meteor,,,,Giga Drain,,,,U-turn,Iron Head,,,Stealth Rock,Earthquake,Swords Dance,Outrage,0,0,87.33333333333333,96.5,88.33333333333333,104.16666666666667,100.83333333333334,101.16666666666667,80.0,80.0,90.0,110.0,130.0,110.0,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False
2205503099,Nosepass Gaming,1331,Politoed,Kyurem-Black,Starmie,Ferrothorn,Garchomp,Latios,Garchomp,39,win,Protect,,,,,,,,Rapid Spin,Thunder,Ice Beam,,Power Whip,Knock Off,,,Stealth Rock,,,,Trick,Draco Meteor,Surf,Psyshock,0,0,89.49999999999999,105.66666666666667,94.33333333333333,95.66666666666667,97.66666666666667,85.33333333333333,108.0,130.0,95.0,80.0,85.0,102.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
2206054154,grakote,1341,Mew,Gliscor,Keldeo,Celebi,Salamence,Heatran,Mew,35,lose,Soft-Boiled,Will-O-Wisp,,,Knock Off,Stealth Rock,Earthquake,Protect,Secret Sword,,,,Grass Knot,U-turn,Recover,,,,,,Hidden Power,Magma Storm,Protect,,0,0,92.0,98.66666666666667,100.16666666666667,102.33333333333334,91.83333333333334,96.66666666666667,100.0,100.0,100.0,100.0,100.0,100.0,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False
2206118548,Al-my69,1344,Reuniclus,Magnezone,Dragonite,Latios,Starmie,Jirachi,Jirachi,42,win,,,,,,,,,,,,,,,,,,,,,,,,,0,0,85.16666666666667,89.0,91.66666666666667,114.16666666666669,95.0,82.50000000000001,100.0,100.0,100.0,100.0,100.0,100.0,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False
2206120477,lasesino88,1397,Tyranitar,Rotom-Wash,Heatran,Garchomp,Amoonguss,Landorus-Therian,Tyranitar,20,lose,Superpower,Stealth Rock,,,Hydro Pump,Will-O-Wisp,Volt Switch,,Earth Power,Hidden Power,Magma Storm,Protect,Outrage,,,,,,,,U-turn,,,,1,0,91.99999999999999,108.16666666666667,96.33333333333333,100.0,93.0,74.5,100.0,134.0,110.0,95.0,100.0,61.0,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,True,False
2206187221,Blobstermob,1309,Politoed,Tentacruel,Lapras,Thundurus-Therian,Bronzong,Chansey,Politoed,26,lose,Scald,Encore,Protect,,Rapid Spin,Protect,,,,,,,,,,,Trick,Stealth Rock,Gyro Ball,,,,,,0,1,116.0,71.49999999999999,68.5,85.66666666666667,102.66666666666667,69.0,90.0,75.0,75.0,90.0,100.0,70.0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
2206401724,seaofdreams,1289,Politoed,Dragonite,Gengar,Starmie,Lanturn,Skarmory,Skarmory,17,win,,,,,Dragon Dance,Outrage,,,Shadow Ball,,,,Ice Beam,,,,Ice Beam,Volt Switch,,,Stealth Rock,Spikes,,,0,0,81.83333333333333,81.16666666666666,85.5,89.33333333333334,84.33333333333334,85.33333333333334,65.0,80.0,140.0,40.0,70.0,70.0,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
2206643735,Mohican,1453,Gastrodon,Gengar,Jirachi,Lucario,Skarmory,Dragonite,Skarmory,37,win,,,,,Shadow Ball,Substitute,Disable,,Fire Punch,U-turn,Iron Head,Trick,Close Combat,Swords Dance,,,Stealth Rock,Spikes,Taunt,,Extreme Speed,Outrage,,,0,0,82.83333333333334,95.33333333333333,88.83333333333333,96.16666666666669,82.83333333333333,81.5,65.0,80.0,140.0,40.0,70.0,70.0,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
2208942433,Xyzzy 1,1486,Tyranitar,Excadrill,Ferrothorn,Jellicent,Latios,Gliscor,Gliscor,33,win,Pursuit,,,,Earthquake,Protect,,,Spikes,,,,Will-O-Wisp,,,,Draco Meteor,Surf,,,Stealth Rock,Earthquake,Protect,U-turn,0,0,89.83333333333333,101.33333333333333,95.99999999999999,76.5,95.16666666666666,72.33333333333333,75.0,95.0,125.0,45.0,75.0,95.0,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False
