Tag,Player 1 Pokemon 1,Player 1 Pokemon 2,Player 1 Pokemon 3,Player 1 Pokemon 4,Player 1 Pokemon 5,Player 1 Pokemon 6,Player 2 Pokemon 1,Player 2 Pokemon 2,Player 2 Pokemon 3,Player 2 Pokemon 4,Player 2 Pokemon 5,Player 2 Pokemon 6
2128459340,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite,Tyranitar,Alakazam,Terrakion,Gastrodon,Gliscor,Garchomp
2128471831,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian,Tyranitar,Breloom,Excadrill,Latios,Slowbro,Garchomp
2128577480,Garchomp,Dragonite,Latios,Scizor,Magnezone,Starmie,Garchomp,Volcarona,Dragonite,Breloom,Starmie,Scizor
2128610850,Hippowdon,Clefable,Excadrill,Skarmory,Jellicent,Latios,Tyranitar,Excadrill,Keldeo,Latios,Ferrothorn,Landorus-Therian
2128672393,Tyranitar,Excadrill,Magnezone,Garchomp,Latios,Kyurem-Black,Abomasnow,Kyurem-Black,Jellicent,Landorus-Therian,Weavile,Starmie
2128745934,Xatu,Volcarona,Dragonite,Mamoswine,Gastrodon-East,Blissey,Volcarona,Garchomp,Starmie,Scizor,Dragonite,Breloom
2128842568,Ditto,Mamoswine,Landorus-Therian,Rotom-Wash,Scizor,Starmie,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2129083145,Jirachi,Landorus-Therian,Keldeo,Scizor,Celebi,Tyranitar,Celebi,Garchomp,Excadrill,Heatran,Dragonite,Scizor
2129086769,Lucario,Sigilyph,Skarmory,Gengar,Tyranitar,Gastrodon,Bronzong,Dusclops,Reuniclus,Marowak,Conkeldurr,Crawdaunt
2129090292,Keldeo,Breloom,Tyranitar,Excadrill,Espeon,Mew,Bronzong,Dusclops,Reuniclus,Marowak,Conkeldurr,Crawdaunt
2129093223,Bronzong,Dusclops,Reuniclus,Marowak,Conkeldurr,Crawdaunt,Tyranitar,Excadrill,Keldeo,Latios,Ferrothorn,Landorus-Therian
2129101504,Omastar,Latios,Jirachi,Dugtrio,Gyarados,Conkeldurr,Tangrowth,Clefable,Swampert,Druddigon,Reuniclus,Latias
2129123071,Magnezone,Bisharp,Kyurem-Black,Salamence,Starmie,Garchomp,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2129123177,Garchomp,Kyurem-Black,Starmie,Scizor,Magnezone,Honchkrow,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2129124791,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite,Terrakion,Tentacruel,Landorus-Therian,Omastar,Blissey,Heatran
2129199070,Garchomp,Dragonite,Scizor,Breloom,Volcarona,Starmie,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2129204835,Mew,Uxie,Haxorus,Mamoswine,Lucario,Gyarados,Garchomp,Dragonite,Scizor,Breloom,Volcarona,Starmie
2129305727,Ninetales,Chansey,Cresselia,Excadrill,Xatu,Volcarona,Aerodactyl,Garchomp,Dragonite,Scizor,Starmie,Jirachi
2129381049,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2129583499,Omastar,Latios,Jirachi,Dugtrio,Gyarados,Conkeldurr,Dragonite,Scizor,Forretress,Ferrothorn,Alakazam,Rotom-Wash
2129585844,Ninetales,Heatran,Jellicent,Ferrothorn,Excadrill,Volcarona,Omastar,Latios,Jirachi,Dugtrio,Gyarados,Conkeldurr
2129591345,Espeon,Scrafty,Floatzel,Venomoth,Gliscor,Salamence,Tyranitar,Gliscor,Ferrothorn,Reuniclus,Latios,Alakazam
2129633745,Heatran,Latias,Breloom,Landorus-Therian,Excadrill,Ninetales,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian
2129635771,Abomasnow,Latias,Keldeo,Excadrill,Jirachi,Garchomp,Skarmory,Gliscor,Gastrodon,Tyranitar,Alakazam,Reuniclus
2129648424,Tyranitar,Gliscor,Slowbro,Amoonguss,Terrakion,Excadrill,Magnezone,Latios,Garchomp,Scizor,Mamoswine,Dragonite
2129681589,Dragonite,Scizor,Forretress,Ferrothorn,Alakazam,Rotom-Wash,Magnezone,Latios,Garchomp,Scizor,Mamoswine,Dragonite
2129688240,Tyranitar,Excadrill,Salamence,Mamoswine,Landorus-Therian,Jellicent,Magnezone,Latios,Garchomp,Scizor,Mamoswine,Dragonite
2129716317,Garchomp,Volcarona,Dragonite,Breloom,Starmie,Scizor,Omastar,Latios,Jirachi,Dugtrio,Gyarados,Conkeldurr
2129725841,Dragonite,Scizor,Forretress,Ferrothorn,Alakazam,Rotom-Wash,Omastar,Latios,Jirachi,Dugtrio,Gyarados,Conkeldurr
2129740262,Salamence,Dragonite,Garchomp,Magnezone,Latios,Metagross,Omastar,Latios,Jirachi,Dugtrio,Gyarados,Conkeldurr
2129762032,Politoed,Ferrothorn,Alakazam,Tentacruel,Landorus-Therian,Kyurem-Black,Politoed,Ferrothorn,Jirachi,Latias,Kyurem-Black,Starmie
2129762543,Abomasnow,Mamoswine,Omastar,Salamence,Starmie,Jirachi,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2129765254,Jolteon,Heracross,Mew,Snorlax,Dragonite,Gyarados,Gliscor,Starmie,Blissey,Quagsire,Tyranitar,Skarmory
2129771090,Politoed,Gliscor,Tentacruel,Blissey,Ferrothorn,Jirachi,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2129974896,Tyranitar,Gliscor,Slowbro,Amoonguss,Terrakion,Excadrill,Dragonite,Scizor,Forretress,Ferrothorn,Alakazam,Rotom-Wash
2129981097,Dragonite,Scizor,Forretress,Ferrothorn,Alakazam,Rotom-Wash,Tyranitar,Gliscor,Slowbro,Amoonguss,Terrakion,Excadrill
2130007939,Tyranitar,Excadrill,Reuniclus,Ferrothorn,Rotom-Wash,Latios,Mamoswine,Tyranitar,Alakazam,Dragonite,Excadrill,Latios
2130073567,Aerodactyl,Garchomp,Dragonite,Scizor,Starmie,Jirachi,Rotom-Wash,Jirachi,Tyranitar,Terrakion,Gliscor,Latias
2130117544,Tyranitar,Latios,Landorus-Therian,Ferrothorn,Alakazam,Excadrill,Garchomp,Blissey,Suicune,Scizor,Zoroark,Alakazam
2130178432,Tyranitar,Gliscor,Slowbro,Amoonguss,Terrakion,Excadrill,Omastar,Latios,Jirachi,Dugtrio,Gyarados,Conkeldurr
2130182837,Tyranitar,Garchomp,Excadrill,Ferrothorn,Alakazam,Rotom-Wash,Omastar,Latios,Jirachi,Dugtrio,Gyarados,Conkeldurr
2130190734,Abomasnow,Gliscor,Forretress,Blissey,Latios,Reuniclus,Politoed,Keldeo,Scizor,Thundurus-Therian,Ferrothorn,Starmie
2130192181,Tyranitar,Excadrill,Reuniclus,Ferrothorn,Rotom-Wash,Latios,Omastar,Latios,Jirachi,Dugtrio,Gyarados,Conkeldurr
2130384654,Tyranitar,Alakazam,Latios,Ferrothorn,Landorus-Therian,Jellicent,Abomasnow,Gliscor,Blissey,Forretress,Reuniclus,Latios
2130470423,Dragonite,Starmie,Garchomp,Magnezone,Kyurem-Black,Latios,Terrakion,Tyranitar,Skarmory,Gastrodon,Alakazam,Latios
2130478664,Latios,Alakazam,Reuniclus,Tyranitar,Skarmory,Jellicent,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2130491326,Tangrowth,Clefable,Swampert,Druddigon,Reuniclus,Latias,Tyranitar,Excadrill,Latios,Rotom-Wash,Ferrothorn,Landorus-Therian
2130498672,Magnezone,Scizor,Garchomp,Latios,Dragonite,Jirachi,Garchomp,Dragonite,Latios,Scizor,Magnezone,Starmie
2130506459,Politoed,Kyurem-Black,Starmie,Ferrothorn,Garchomp,Latios,Tyranitar,Excadrill,Latios,Rotom-Wash,Ferrothorn,Landorus-Therian
2130522648,Latios,Alakazam,Tyranitar,Skarmory,Jellicent,Reuniclus,Politoed,Ferrothorn,Starmie,Latios,Thundurus-Therian,Garchomp
2130534758,Tyranitar,Keldeo,Ferrothorn,Landorus-Therian,Latios,Alakazam,Keldeo-Resolute,Politoed,Scizor,Thundurus-Therian,Ferrothorn,Starmie
2130564475,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian,Chandelure,Azelf,Scizor,Terrakion,Kyurem-Black,Jirachi
2130569887,Tentacruel,Thundurus-Therian,Latios,Jirachi,Politoed,Ferrothorn,Kyurem-Black,Latios,Terrakion,Garchomp,Starmie,Jirachi
2130580918,Reuniclus,Garchomp,Gyarados,Tyranitar,Tentacruel,Politoed,Ferrothorn,Politoed,Keldeo,Latios,Garchomp,Starmie
2130589419,Magneton,Excadrill,Tangrowth,Blissey,Ninetales,Infernape,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian
2130936186,Tyranitar,Garchomp,Heatran,Latios,Landorus-Therian,Keldeo-Resolute,Aerodactyl,Garchomp,Dragonite,Scizor,Starmie,Jirachi
2130981883,Hippowdon,Skarmory,Reuniclus,Clefable,Latias,Bronzong,Dragonite,Scizor,Forretress,Ferrothorn,Alakazam,Rotom-Wash
2131015565,Abomasnow,Gliscor,Blissey,Forretress,Reuniclus,Latios,Politoed,Starmie,Thundurus-Therian,Garchomp,Ferrothorn,Keldeo
2131114638,Skarmory,Jellicent,Tyranitar,Chandelure,Latios,Alakazam,Politoed,Kyurem-Black,Tentacruel,Ferrothorn,Thundurus-Therian,Landorus-Therian
2131133062,Ninetales,Heatran,Excadrill,Scizor,Xatu,Zapdos,Landorus-Therian,Starmie,Dragonite,Magnezone,Chansey,Weavile
2131164945,Keldeo,Terrakion,Scizor,Celebi,Landorus-Therian,Rotom-Wash,Tyranitar,Garchomp,Heatran,Latios,Landorus-Therian,Keldeo-Resolute
2131303576,Skarmory,Gliscor,Gastrodon,Latios,Tyranitar,Alakazam,Magnezone,Scizor,Garchomp,Latios,Dragonite,Jirachi
2131514791,Clefable,Volcarona,Tentacruel,Jellicent,Skarmory,Chansey,Azelf,Landorus-Therian,Bisharp,Gengar,Keldeo,Lilligant
2131672217,Tyranitar,Alakazam,Latios,Ferrothorn,Heatran,Landorus-Therian,Politoed,Tentacruel,Ferrothorn,Keldeo-Resolute,Thundurus-Therian,Latios
2131943540,Skarmory,Politoed,Tentacruel,Rotom,Landorus-Therian,Chansey,Politoed,Keldeo,Scizor,Thundurus-Therian,Ferrothorn,Starmie
2131944715,Mamoswine,Latios,Scizor,Kyurem-Black,Salamence,Magnezone,Skarmory,Slowbro,Xatu,Dugtrio,Chansey,Excadrill
2132384067,Tyranitar,Keldeo,Landorus-Therian,Rotom-Wash,Excadrill,Celebi,Metagross,Skarmory,Jellicent,Tornadus,Garchomp,Machamp
2132451221,Tyranitar,Mienshao,Ferrothorn,Latios,Excadrill,Dragonite,Politoed,Ferrothorn,Starmie,Tornadus,Latios,Garchomp
2132460637,Gallade,Crawdaunt,Scrafty,Gyarados,Jirachi,Dragonite,Tyranitar,Mienshao,Ferrothorn,Latios,Excadrill,Dragonite
2132604211,Jirachi,Salamence,Landorus-Therian,Scizor,Kyurem-Black,Starmie,Ninetales,Chansey,Cresselia,Excadrill,Xatu,Volcarona
2132613401,Ninetales,Chansey,Cresselia,Excadrill,Xatu,Volcarona,Latios,Kingdra,Garchomp,Kyurem-Black,Dragonite,Salamence
2133412608,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi,Mamoswine,Lucario,Gyarados,Haxorus,Mew,Uxie
2133517871,Abomasnow,Landorus-Therian,Salamence,Volcarona,Dragonite,Jirachi,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi
2133522025,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi,Abomasnow,Gliscor,Kyurem,Starmie,Skarmory,Latios
2133539498,Politoed,Tentacruel,Ferrothorn,Keldeo-Resolute,Thundurus-Therian,Latios,Tyranitar,Landorus-Therian,Skarmory,Jirachi,Reuniclus,Latias
2133554792,Magnezone,Jirachi,Kyurem-Black,Latios,Garchomp,Dragonite,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi
2133558755,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi,Dragonite,Starmie,Volcarona,Scizor,Breloom,Garchomp
2133606498,Magnezone,Breloom,Espeon,Scizor,Gastrodon,Landorus-Therian,Tyranitar,Donphan,Skarmory,Latios,Slowbro,Clefable
2133611835,Chansey,Xatu,Sableye,Quagsire,Tentacruel,Jirachi,Skarmory,Latios,Jellicent,Tyranitar,Alakazam,Garchomp
2133617665,Chansey,Xatu,Sableye,Quagsire,Tentacruel,Jirachi,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi
2133626461,Magnezone,Jirachi,Kyurem-Black,Latios,Garchomp,Dragonite,Jirachi,Magnezone,Latios,Garchomp,Kyurem-Black,Salamence
2133630411,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi,Jirachi,Magnezone,Latios,Garchomp,Kyurem-Black,Salamence
2133635934,Reuniclus,Gastrodon-East,Gliscor,Skarmory,Tyranitar,Alakazam,Tyranitar,Landorus-Therian,Excadrill,Latios,Alakazam,Rotom-Wash
2133646302,Jirachi,Magnezone,Latios,Garchomp,Kyurem-Black,Salamence,Politoed,Reuniclus,Chansey,Gliscor,Ferrothorn,Tentacruel
2133650039,Dragonite,Starmie,Volcarona,Scizor,Breloom,Garchomp,Politoed,Reuniclus,Chansey,Gliscor,Ferrothorn,Tentacruel
2133653862,Politoed,Ferrothorn,Starmie,Keldeo-Resolute,Thundurus-Therian,Scizor,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi
2133659664,Magnezone,Jirachi,Kyurem-Black,Latios,Garchomp,Dragonite,Abomasnow,Landorus-Therian,Salamence,Volcarona,Dragonite,Jirachi
2133663536,Magnezone,Jirachi,Kyurem-Black,Latios,Garchomp,Dragonite,Skarmory,Latios,Jellicent,Tyranitar,Alakazam,Garchomp
2133689102,Skarmory,Latios,Jellicent,Tyranitar,Alakazam,Garchomp,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2133694067,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite,Scizor,Donphan,Kingdra,Gengar,Ferrothorn,Dragonite
2133696536,Politoed,Reuniclus,Chansey,Gliscor,Ferrothorn,Tentacruel,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2133703811,Jirachi,Salamence,Landorus-Therian,Scizor,Kyurem-Black,Starmie,Skarmory,Latios,Jellicent,Tyranitar,Alakazam,Garchomp
2133755021,Ferrothorn,Politoed,Keldeo,Latios,Garchomp,Starmie,Tyranitar,Toxicroak,Alakazam,Excadrill,Landorus-Therian,Heatran
2133855536,Tyranitar,Landorus-Therian,Latios,Ferrothorn,Excadrill,Reuniclus,Espeon,Azelf,Dragonite,Volcarona,Magnezone,Conkeldurr
2133870469,Abomasnow,Forretress,Jellicent,Heatran,Mamoswine,Latios,Skarmory,Latios,Jellicent,Tyranitar,Alakazam,Garchomp
2133895185,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian,Hippowdon,Skarmory,Reuniclus,Clefable,Latias,Bronzong
2133969420,Skarmory,Latios,Jellicent,Tyranitar,Alakazam,Landorus-Therian,Abomasnow,Landorus-Therian,Starmie,Volcarona,Dragonite,Jirachi
2133981267,Hippowdon,Excadrill,Mandibuzz,Reuniclus,Latios,Skarmory,Skarmory,Latios,Jellicent,Tyranitar,Alakazam,Landorus-Therian
2134095093,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi,Feraligatr,Houndoom,Scizor,Gastrodon-East,Gengar,Garchomp
2134097970,Haxorus,Garchomp,Magnezone,Mamoswine,Latios,Politoed,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi
2134157858,Tyranitar,Landorus-Therian,Excadrill,Garchomp,Celebi,Rotom-Wash,Tyranitar,Hippowdon,Excadrill,Jirachi,Rotom-Wash,Celebi
2134246836,Lucario,Aerodactyl,Starmie,Dragonite,Jirachi,Conkeldurr,Abomasnow,Gyarados,Garchomp,Scizor,Starmie,Jirachi
2134252877,Tyranitar,Skarmory,Jellicent,Latios,Alakazam,Gliscor,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi
2134257106,Jirachi,Magnezone,Latios,Garchomp,Kyurem-Black,Salamence,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2134281263,Tyranitar,Latios,Keldeo,Gliscor,Celebi,Scizor,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi
2134307018,Politoed,Tentacruel,Ferrothorn,Latios,Thundurus-Therian,Keldeo-Resolute,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian
2134327038,Magnezone,Jirachi,Kyurem-Black,Latios,Garchomp,Salamence,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2134636671,Politoed,Starmie,Thundurus-Therian,Jirachi,Keldeo,Tyranitar,Latios,Spiritomb,Heatran,Mamoswine,Qwilfish,Virizion
2134780326,Tyranitar,Latios,Volcarona,Seismitoad,Landorus-Therian,Excadrill,Skarmory,Jirachi,Latios,Garchomp,Scizor,Jellicent
2134785208,Garchomp,Dragonite,Latios,Scizor,Magnezone,Starmie,Dragonite,Gyarados,Espeon,Scizor,Donphan,Porygon-Z
2134787700,Tyranitar,Latios,Volcarona,Seismitoad,Landorus-Therian,Excadrill,Bisharp,Landorus-Therian,Scizor,Rotom-Wash,Excadrill,Magnezone
2134822233,Ninetales,Heatran,Excadrill,Scizor,Xatu,Zapdos,Blissey,Hydreigon,Landorus-Therian,Ferrothorn,Latios,Gyarados
2134874763,Tyranitar,Latios,Volcarona,Seismitoad,Landorus-Therian,Excadrill,Magnezone,Jirachi,Kyurem-Black,Latios,Garchomp,Salamence
2134984327,Ninetales,Heatran,Excadrill,Scizor,Xatu,Zapdos,Blissey,Hydreigon,Landorus-Therian,Ferrothorn,Latios,Gyarados
2135089530,Volcarona,Starmie,Terrakion,Jirachi,Dragonite,Scizor,Metagross,Tyranitar,Gliscor,Celebi,Magnezone,Breloom
2135091573,Politoed,Moltres,Kyurem,Jirachi,Tentacruel,Landorus-Therian,Tyranitar,Landorus-Therian,Celebi,Excadrill,Keldeo,Terrakion
2135092281,Metagross,Tyranitar,Gliscor,Celebi,Magnezone,Breloom,Aerodactyl,Garchomp,Dragonite,Scizor,Conkeldurr,Starmie
2135157090,Ninetales,Heatran,Excadrill,Scizor,Xatu,Zapdos,Ferrothorn,Hippowdon,Latios,Gyarados,Tentacruel,Alakazam
2135408720,Tyranitar,Jellicent,Skarmory,Landorus-Therian,Lucario,Alakazam,Jellicent,Skarmory,Gliscor,Latias,Jolteon,Excadrill
2135457849,Lucario,Aerodactyl,Starmie,Dragonite,Jirachi,Conkeldurr,Ninetales,Heatran,Excadrill,Scizor,Xatu,Zapdos
2135464669,Clefable,Volcarona,Tentacruel,Jellicent,Skarmory,Chansey,Azelf,Landorus-Therian,Bisharp,Gengar,Keldeo,Lilligant
2135649231,Reuniclus,Skarmory,Latios,Tyranitar,Cofagrigus,Clefable,Kyurem-Black,Dragonite,Garchomp,Keldeo,Scizor,Jirachi
2135688985,Lapras,Skarmory,Chansey,Gengar,Excadrill,Garchomp,Dragonite,Scizor,Forretress,Ferrothorn,Alakazam,Rotom-Wash
2135708536,Garchomp,Starmie,Dragonite,Scizor,Volcarona,Thundurus-Therian,Hippowdon,Heatran,Rotom-Wash,Terrakion,Celebi,Excadrill
2135802827,Heatran,Ninetales,Forretress,Cresselia,Gliscor,Blissey,Ninetales,Chansey,Cresselia,Excadrill,Xatu,Volcarona
2136116210,Mienshao,Skarmory,Tyranitar,Jolteon,Garchomp,Tentacruel,Kyurem-Black,Latios,Terrakion,Garchomp,Starmie,Jirachi
2136206212,Tyranitar,Celebi,Gliscor,Excadrill,Jirachi,Ferrothorn,Politoed,Ferrothorn,Tentacruel,Latios,Thundurus-Therian,Reuniclus
2136367569,Tyranitar,Forretress,Xatu,Gliscor,Blissey,Jellicent,Politoed,Ferrothorn,Tentacruel,Latios,Thundurus-Therian,Reuniclus
2136899328,Tyranitar,Latios,Gengar,Ferrothorn,Alakazam,Gliscor,Reuniclus,Tyranitar,Alakazam,Latios,Skarmory,Landorus-Therian
2137092748,Aerodactyl,Garchomp,Dragonite,Scizor,Starmie,Jirachi,Landorus-Therian,Rotom-Wash,Tyranitar,Keldeo-Resolute,Celebi,Excadrill
2137118519,Terrakion,Politoed,Thundurus-Therian,Keldeo-Resolute,Azumarill,Tornadus,Magnezone,Landorus-Therian,Kyurem-Black,Dragonite,Celebi,Latios
2137308723,Tyranitar,Latios,Landorus-Therian,Ferrothorn,Reuniclus,Alakazam,Jirachi,Magnezone,Kyurem-Black,Garchomp,Latios,Salamence
2137351893,Reuniclus,Alakazam,Latios,Skarmory,Tyranitar,Jellicent,Landorus-Therian,Rotom-Wash,Tyranitar,Keldeo-Resolute,Celebi,Excadrill
2137427545,Tyranitar,Latias,Excadrill,Alakazam,Rotom-Wash,Landorus-Therian,Politoed,Kyurem-Black,Starmie,Ferrothorn,Garchomp,Latios
2137531301,Politoed,Ferrothorn,Starmie,Latios,Thundurus-Therian,Garchomp,Excadrill,Hippowdon,Terrakion,Scizor,Rotom-Wash,Latios
2137539296,Hippowdon,Skarmory,Reuniclus,Clefable,Latias,Bronzong,Excadrill,Hippowdon,Terrakion,Scizor,Rotom-Wash,Latios
2137546408,Excadrill,Hippowdon,Terrakion,Scizor,Rotom-Wash,Latios,Jirachi,Seismitoad,Politoed,Forretress,Breloom,Volcarona
2137596799,Politoed,Ferrothorn,Alakazam,Tentacruel,Landorus-Therian,Kyurem-Black,Dragonite,Latios,Kyurem,Abomasnow,Alakazam,Magnezone
2137606537,Politoed,Ferrothorn,Magnezone,Celebi,Starmie,Gyarados,Excadrill,Hippowdon,Terrakion,Scizor,Rotom-Wash,Latios
2137636254,Garchomp,Blissey,Suicune,Scizor,Zoroark,Alakazam,Kyurem-Black,Celebi,Starmie,Landorus-Therian,Tyranitar,Scizor
2137721954,Abomasnow,Donphan,Froslass,Clefable,Skuntank,Lapras,Landorus-Therian,Rotom-Wash,Tyranitar,Keldeo-Resolute,Celebi,Excadrill
2137832373,Hydreigon,Tyranitar,Slowking,Landorus-Therian,Skarmory,Alakazam,Ninetales,Heatran,Excadrill,Scizor,Xatu,Zapdos
2137844565,Reuniclus,Tyranitar,Latios,Excadrill,Ferrothorn,Gastrodon,Excadrill,Volcarona,Espeon,Suicune,Dragonite,Latias
2138499376,Forretress,Scizor,Dragonite,Victini,Latias,Jellicent,Abomasnow,Garchomp,Forretress,Latios,Scizor,Reuniclus
2139111449,Excadrill,Abomasnow,Reuniclus,Blissey,Latios,Skarmory,Alakazam,Reuniclus,Latios,Tyranitar,Landorus-Therian,Ferrothorn
2139152395,Politoed,Tornadus,Ferrothorn,Tentacruel,Mamoswine,Keldeo,Tyranitar,Latias,Excadrill,Alakazam,Rotom-Wash,Landorus-Therian
2139203335,Politoed,Tentacruel,Bronzong,Gliscor,Ferrothorn,Jirachi,Reuniclus,Tyranitar,Bronzong,Flygon,Jirachi,Seismitoad
2139209622,Tyranitar,Rotom-Wash,Landorus-Therian,Jirachi,Excadrill,Keldeo,Hippowdon,Ferrothorn,Terrakion,Latios,Excadrill,Reuniclus
2139396480,Politoed,Ferrothorn,Thundurus-Therian,Tentacruel,Latios,Keldeo,Staraptor,Starmie,Metagross,Gengar,Cradily,Volcarona
2139576953,Froslass,Alakazam,Skarmory,Lucario,Metagross,Garchomp,Hippowdon,Skarmory,Reuniclus,Clefable,Latias,Bronzong
2139686615,Tyranitar,Latios,Alakazam,Ferrothorn,Rotom-Wash,Landorus-Therian,Froslass,Nidoqueen,Latias,Garchomp,Kangaskhan,Jirachi
2139875362,Magnezone,Blissey,Celebi,Bronzong,Forretress,Gliscor,Garchomp,Kyurem-Black,Starmie,Scizor,Magnezone,Honchkrow
2140085446,Volcarona,Magnezone,Forretress,Latios,Terrakion,Gyarados,Tyranitar,Skarmory,Jellicent,Alakazam,Breloom,Excadrill
2140272320,Tyranitar,Rotom-Wash,Landorus-Therian,Keldeo,Latios,Scizor,Politoed,Ferrothorn,Kyurem-Black,Keldeo-Resolute,Breloom,Jirachi
2140282089,Garchomp,Dragonite,Latios,Scizor,Magnezone,Starmie,Garchomp,Volcarona,Dragonite,Breloom,Starmie,Scizor
2140295740,Tyranitar,Gliscor,Excadrill,Latios,Alakazam,Rotom-Wash,Jolteon,Ferrothorn,Politoed,Gyarados,Toxicroak,Tentacruel
2140302589,Tyranitar,Mamoswine,Keldeo,Amoonguss,Gliscor,Excadrill,Landorus-Therian,Rotom-Wash,Tyranitar,Keldeo-Resolute,Celebi,Excadrill
2140389133,Politoed,Ferrothorn,Thundurus-Therian,Tentacruel,Latios,Keldeo,Garchomp,Starmie,Gyarados,Jirachi,Mamoswine,Thundurus-Therian
2140764107,Garchomp,Dragonite,Magnezone,Latios,Scizor,Starmie,Tyranitar,Gliscor,Celebi,Terrakion,Jellicent,Heatran
2140780642,Dragonite,Mamoswine,Magnezone,Scizor,Garchomp,Latios,Lucario,Sigilyph,Skarmory,Gengar,Tyranitar,Gastrodon
2140786060,Garchomp,Blissey,Suicune,Scizor,Zoroark,Alakazam,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2140788633,Tyranitar,Mienshao,Excadrill,Ferrothorn,Latios,Landorus-Therian,Hippowdon,Heatran,Rotom-Wash,Terrakion,Celebi,Excadrill
2140791952,Jolteon,Ferrothorn,Politoed,Gyarados,Toxicroak,Tentacruel,Abomasnow,Forretress,Jellicent,Kyurem-Black,Gliscor,Mandibuzz
2140793936,Garchomp,Terrakion,Starmie,Dragonite,Scizor,Breloom,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2140800496,Politoed,Ferrothorn,Tentacruel,Tornadus,Latios,Keldeo,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
2140807663,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite,Mamoswine,Infernape,Starmie,Alakazam,Ferrothorn,Dragonite
2140964453,Politoed,Ferrothorn,Thundurus-Therian,Tentacruel,Latios,Keldeo,Staraptor,Starmie,Metagross,Gengar,Cradily,Volcarona
2141248762,Politoed,Tentacruel,Ferrothorn,Keldeo-Resolute,Thundurus-Therian,Latios,Gliscor,Jellicent,Forretress,Reuniclus,Blissey,Tyranitar
2141301617,Chansey,Xatu,Sableye,Quagsire,Tentacruel,Jirachi,Politoed,Keldeo,Scizor,Thundurus-Therian,Ferrothorn,Starmie
214134451,Garchomp,Volcarona,Dragonite,Breloom,Starmie,Scizor,Tyranitar,Mamoswine,Keldeo,Amoonguss,Gliscor,Excadrill
2141509162,Cofagrigus,Tyranitar,Skarmory,Reuniclus,Alakazam,Gastrodon,Abomasnow,Chansey,Skarmory,Gliscor,Forretress,Jellicent
2141512001,Tyranitar,Skarmory,Gliscor,Rotom-Wash,Hydreigon,Reuniclus,Abomasnow,Chansey,Skarmory,Gliscor,Forretress,Jellicent
2141565021,Garchomp,Volcarona,Dragonite,Breloom,Starmie,Scizor,Tyranitar,Mamoswine,Keldeo,Amoonguss,Gliscor,Excadrill
2141841599,Abomasnow,Blissey,Forretress,Mandibuzz,Latias,Reuniclus,Tyranitar,Landorus-Therian,Excadrill,Volcarona,Latios,Ferrothorn
