Tag,Player,Elo,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,LeadPokemon,TurnCount,Result,Pokemon 1 Move 1,Pokemon 1 Move 2,Pokemon 1 Move 3,Pokemon 1 Move 4,Pokemon 2 Move 1,Pokemon 2 Move 2,Pokemon 2 Move 3,Pokemon 2 Move 4,Pokemon 3 Move 1,Pokemon 3 Move 2,Pokemon 3 Move 3,Pokemon 3 Move 4,Pokemon 4 Move 1,Pokemon 4 Move 2,Pokemon 4 Move 3,Pokemon 4 Move 4,Pokemon 5 Move 1,Pokemon 5 Move 2,Pokemon 5 Move 3,Pokemon 5 Move 4,Pokemon 6 Move 1,Pokemon 6 Move 2,Pokemon 6 Move 3,Pokemon 6 Move 4,Weather-Rain,Weather-Sand
2141886391,av2336,1415,Skarmory,Gastrodon,Tyranitar,Gengar,Lucario,Sigilyph,Skarmory,27,win,Stealth Rock,Brave Bird,Taunt,Spikes,None,None,None,None,Crunch,Thunder Wave,Superpower,Pursuit,Thunder,None,None,None,None,None,None,None,Thunder Wave,Ice Beam,Air Slash,None,0,0
2141899475,Claude's Journey,1422,Tyranitar,Forretress,Zapdos,Alakazam,Seismitoad,Hydreigon,Zapdos,15,win,Rock Slide,None,None,None,None,None,None,None,Volt Switch,None,None,None,Psychic,Focus Blast,None,None,Stealth Rock,Scald,None,None,Draco Meteor,None,None,None,1,0
2141925412,nuzzlenozzle,1363,Garchomp,Kyurem-Black,Starmie,Scizor,Magnezone,Honchkrow,Magnezone,7,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Volt Switch,None,None,None,Heat Wave,Substitute,None,None,0,0
2141929713,Silexius,1394,Tornadus,Politoed,Tentacruel,Ferrothorn,Latios,Kyurem-Black,Kyurem-Black,25,lose,Hurricane,None,None,None,Scald,Ice Beam,Encore,None,Rapid Spin,Protect,None,None,Stealth Rock,Power Whip,None,None,None,None,None,None,Substitute,Earth Power,None,None,0,1
2142118508,DSdududu,1351,Terrakion,Tyranitar,Celebi,Excadrill,Landorus-Therian,Keldeo,Keldeo,20,lose,Close Combat,Quick Attack,None,None,Crunch,None,None,None,Baton Pass,Leaf Storm,None,None,None,None,None,None,U-turn,None,None,None,Scald,Protect,Toxic,None,1,0
2142143818,happy_hitbox,1440,Landorus-Therian,Magnezone,Forretress,Keldeo,Umbreon,Politoed,Landorus-Therian,51,lose,Stealth Rock,None,None,None,Hidden Power,Substitute,Charge Beam,None,Gyro Ball,Pain Split,Rapid Spin,Volt Switch,Secret Sword,None,None,None,None,None,None,None,Hidden Power,Protect,None,None,0,0
2142350837,geathan2,1303,Toxicroak,Politoed,Ferrothorn,Excadrill,Latios,Thundurus-Therian,Politoed,41,win,Focus Punch,Ice Punch,Substitute,None,Scald,Toxic,Encore,Protect,Gyro Ball,None,None,None,Earthquake,Rapid Spin,Stealth Rock,None,Recover,Draco Meteor,None,None,Focus Blast,Hidden Power,None,None,0,1
2142880760,Lsc29,1523,Clefable,Jellicent,Forretress,Mandibuzz,Gliscor,Abomasnow,Jellicent,39,win,Seismic Toss,Knock Off,None,None,Taunt,Recover,Will-O-Wisp,None,Earthquake,Rapid Spin,None,None,Protect,Roost,Foul Play,None,Stealth Rock,Earthquake,Protect,None,Protect,None,None,None,0,0
2143134726,descaartes,1310,Garchomp,Terrakion,Starmie,Dragonite,Scizor,Breloom,Breloom,24,win,Earthquake,Fire Fang,Swords Dance,None,Close Combat,Stone Edge,None,None,None,None,None,None,None,None,None,None,Pursuit,Superpower,Swords Dance,None,Swords Dance,Bullet Seed,None,None,0,0
2143900664,fayestra,1257,Hippowdon,Skarmory,Bronzong,Clefable,Latias,Reuniclus,Hippowdon,90,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2144010975,Lesqueegee,1316,Tyranitar,Reuniclus,Skarmory,Garchomp,Jellicent,Heatran,Jellicent,41,win,Pursuit,None,None,None,Calm Mind,Recover,Focus Blast,None,Brave Bird,Whirlwind,None,None,Outrage,None,None,None,Taunt,Recover,Will-O-Wisp,Scald,Toxic,Lava Plume,Protect,None,0,0
2144173429,BUMBACLAAT,1474,Rotom-Wash,Landorus-Therian,Heracross,Latios,Tyranitar,Skarmory,Heracross,13,win,Volt Switch,None,None,None,None,None,None,None,None,None,None,None,Trick,None,None,None,None,None,None,None,Whirlwind,Spikes,None,None,1,0
2144343169,For 4LOM,1507,Skarmory,Jellicent,Landorus-Therian,Lucario,Tyranitar,Alakazam,Skarmory,44,lose,Stealth Rock,Brave Bird,Taunt,None,Taunt,Recover,Shadow Ball,Will-O-Wisp,Earthquake,None,None,None,Crunch,Close Combat,Swords Dance,None,Crunch,Ice Beam,None,None,Psyshock,Focus Blast,Hidden Power,None,1,0
2144465161,happy_hitbox,1421,Jirachi,Seismitoad,Politoed,Forretress,Breloom,Volcarona,Politoed,23,win,U-turn,Wish,None,None,Stealth Rock,Scald,None,None,Ice Beam,None,None,None,Rapid Spin,None,None,None,None,None,None,None,Bug Buzz,Quiver Dance,Hurricane,None,0,0
2144501781,Coronet077,1332,Tyranitar,Landorus-Therian,Ferrothorn,Rotom-Wash,Excadrill,Latios,Rotom-Wash,33,win,Crunch,Thunder Wave,None,None,U-turn,None,None,None,Power Whip,Leech Seed,Knock Off,None,Pain Split,Hydro Pump,Will-O-Wisp,Volt Switch,Earthquake,None,None,None,Trick,None,None,None,1,0
2144524330,lsc29,1632,Abomasnow,Gliscor,Mamoswine,Starmie,Jellicent,Forretress,Forretress,21,lose,Giga Drain,Blizzard,None,None,U-turn,Earthquake,Protect,None,None,None,None,None,None,None,None,None,Recover,Giga Drain,None,None,Spikes,Earthquake,Volt Switch,None,0,0
2144643306,574RM4N,1440,Breloom,Alakazam,Jellicent,Skarmory,Jirachi,Garchomp,Skarmory,67,win,Mach Punch,Low Sweep,Bullet Seed,None,None,None,None,None,Taunt,Recover,Will-O-Wisp,None,Stealth Rock,None,None,None,Fire Punch,Iron Head,Substitute,Hidden Power,Earthquake,None,None,None,0,0
2144685390,Unhiptube3,1352,Garchomp,Dragonite,Latios,Scizor,Magnezone,Starmie,Scizor,6,win,None,None,None,None,None,None,None,None,None,None,None,None,Superpower,None,None,None,None,None,None,None,Surf,Ice Beam,None,None,0,0
2144746938,fangqiang,1316,Tentacruel,Thundurus-Therian,Latios,Jirachi,Politoed,Ferrothorn,Politoed,40,win,None,None,None,None,Thunder,None,None,None,Trick,Surf,None,None,Thunder,Calm Mind,Substitute,Hidden Power,Encore,None,None,None,Spikes,Stealth Rock,Gyro Ball,None,0,1
2144751857,decision makers,1413,Politoed,Ferrothorn,Latias,Tentacruel,Thundurus-Therian,Gliscor,Thundurus-Therian,36,lose,Scald,Protect,None,None,Stealth Rock,Protect,Leech Seed,None,Recover,Dragon Pulse,Protect,None,Scald,Rapid Spin,Toxic Spikes,None,Hidden Power,Focus Blast,None,None,Earthquake,Protect,None,None,0,1
2145015959,ayrab money,1616,Hippowdon,Slowbro,Xatu,Blissey,Ditto,Excadrill,Hippowdon,21,win,Stealth Rock,Earthquake,Whirlwind,None,None,None,None,None,None,None,None,None,Flash,Seismic Toss,Thunder Wave,None,None,None,None,None,Earthquake,Rapid Spin,None,None,0,0
2145114697,happy_hitbox,1453,Jirachi,Conkeldurr,Scizor,Politoed,Keldeo,Donphan,Keldeo,25,win,Thunder,U-turn,Wish,None,Ice Punch,None,None,None,Pursuit,U-turn,None,None,None,None,None,None,Secret Sword,None,None,None,Earthquake,Rapid Spin,Ice Shard,Stealth Rock,0,0
2145120989,happy_hitbox,1440,Landorus-Therian,Magnezone,Forretress,Keldeo,Umbreon,Politoed,Landorus-Therian,51,lose,Stealth Rock,None,None,None,Hidden Power,Substitute,Charge Beam,None,Gyro Ball,Pain Split,Rapid Spin,Volt Switch,Secret Sword,None,None,None,None,None,None,None,Hidden Power,Protect,None,None,0,0
2145151637,Dizzy Dizarine,1289,Chandelure,Gastrodon,Keldeo,Tyranitar,Excadrill,Latios,Tyranitar,12,win,Hidden Power,None,None,None,Toxic,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Surf,None,None,None,0,0
2145155274,Clawdia Chauchat,1398,Tyranitar,Donphan,Celebi,Magnezone,Garchomp,Jirachi,Jirachi,43,lose,Crunch,None,None,None,Earthquake,Rapid Spin,Ice Shard,Stealth Rock,Nasty Plot,Recover,Giga Drain,Psychic,Thunderbolt,Substitute,None,None,Earthquake,None,None,None,U-turn,Hidden Power,None,None,0,0
2145224095,rabian,1345,Jolteon,Ferrothorn,Politoed,Gyarados,Toxicroak,Tentacruel,None,0,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,1
2145225892,dvdalt,1349,Politoed,Ferrothorn,Tentacruel,Thundurus-Therian,Scizor,Volcarona,Scizor,36,lose,Scald,Encore,None,None,Stealth Rock,Knock Off,None,None,Scald,Rapid Spin,Toxic Spikes,None,Hidden Power,Thunder,Substitute,None,Bullet Punch,U-turn,Superpower,None,None,None,None,None,0,1
2145249598,Hematemesis,1313,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian,Tyranitar,32,lose,Crunch,Pursuit,Flamethrower,None,Grass Knot,None,None,None,Draco Meteor,None,None,None,Spikes,Power Whip,Knock Off,None,Scald,Hidden Power,Secret Sword,None,Hidden Power,Stealth Rock,U-turn,None,1,0
2145302101,Jellium,1425,Tyranitar,Jellicent,Skarmory,Landorus-Therian,Lucario,Alakazam,Skarmory,26,win,Crunch,Ice Beam,None,None,Will-O-Wisp,None,None,None,Stealth Rock,Brave Bird,None,None,Earthquake,U-turn,None,None,Close Combat,None,None,None,None,None,None,None,1,0
2145768536,Pineapple8081,1355,Gengar,Aerodactyl,Lucario,Dragonite,Scizor,Breloom,Aerodactyl,15,lose,Trick,None,None,None,Stealth Rock,Earthquake,None,None,Swords Dance,None,None,None,Dragon Dance,Outrage,None,None,Superpower,Swords Dance,None,None,Mach Punch,None,None,None,0,0
2145839813,Gabry96,1418,Kyurem-Black,Keldeo-Resolute,Landorus-Therian,Heatran,Latios,Forretress,Latios,22,lose,Fusion Bolt,None,None,None,Calm Mind,Scald,Substitute,Secret Sword,U-turn,None,None,None,Toxic,Stealth Rock,Protect,None,Trick,Surf,None,None,Spikes,Rapid Spin,None,None,0,0
2146202994,wonder55555,1326,Tyranitar,Latios,Ferrothorn,Excadrill,Landorus-Therian,Keldeo,Landorus-Therian,34,win,Flamethrower,Pursuit,None,None,Recover,Surf,None,None,Spikes,None,None,None,Earthquake,Rapid Spin,None,None,Hidden Power,Earthquake,Stealth Rock,U-turn,Scald,Protect,Toxic,Secret Sword,1,0
2146353204,BWR EGC,1404,Tyranitar,Starmie,Jirachi,Rotom-Wash,Scizor,Landorus-Therian,Tyranitar,47,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,0
2146515715,JeffIsGay69420,1357,Tyranitar,Skarmory,Reuniclus,Alakazam,Gliscor,Gastrodon,Gliscor,44,win,Superpower,None,None,None,Roost,Brave Bird,Whirlwind,Spikes,Thunder,Recover,None,None,Shadow Ball,Focus Blast,None,None,Knock Off,Stealth Rock,Protect,None,Scald,None,None,None,1,0
2146571654,Biscuitcity,1360,Abomasnow,Forretress,Reuniclus,Gliscor,Mamoswine,Latios,Abomasnow,26,win,Protect,Wood Hammer,None,None,Spikes,Rapid Spin,Volt Switch,None,Hidden Power,Trick Room,None,None,Stealth Rock,None,None,None,Earthquake,Ice Shard,None,None,Surf,None,None,None,0,0
2147062008,BWR monai,1335,Blissey,Clefable,Amoonguss,Forretress,Gliscor,Xatu,Blissey,39,win,Seismic Toss,Soft-Boiled,Thunder Wave,None,Encore,Seismic Toss,Knock Off,None,None,None,None,None,Rapid Spin,None,None,None,Swords Dance,Earthquake,Protect,None,None,None,None,None,0,0
2147075423,BWR monai,1407,Blissey,Clefable,Amoonguss,Forretress,Gliscor,Xatu,Blissey,110,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2147173763,fayestra,1257,Hippowdon,Skarmory,Bronzong,Clefable,Latias,Reuniclus,Hippowdon,90,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2147675534,BWRZylvani,1332,Jirachi,Magnezone,Kyurem-Black,Garchomp,Latios,Reuniclus,Jirachi,3,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2148144718,JeffIsGay69420,1367,Tyranitar,Skarmory,Reuniclus,Alakazam,Gliscor,Gastrodon,Gliscor,26,win,Crunch,None,None,None,Brave Bird,None,None,None,Psyshock,Calm Mind,Recover,None,Psychic,Shadow Ball,None,None,Knock Off,Stealth Rock,Earthquake,None,Scald,Earth Power,None,None,1,0
2148244188,BWR Ashes,1267,Tyranitar,Landorus-Therian,Ferrothorn,Slowking,Mienshao,Excadrill,Mienshao,35,win,None,None,None,None,Hidden Power,Earthquake,None,None,None,None,None,None,Psyshock,Scald,None,None,None,None,None,None,None,None,None,None,1,0
2148317694,BWR Ashes,1421,Tyranitar,Landorus-Therian,Ferrothorn,Slowking,Mienshao,Excadrill,Mienshao,31,win,None,None,None,None,Stealth Rock,None,None,None,None,None,None,None,Slack Off,Psyshock,Scald,None,None,None,None,None,None,None,None,None,1,0
2148329006,blue in unova,1441,Jirachi,Mamoswine,Skarmory,Garchomp,Starmie,Tyranitar,Jirachi,28,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2148341010,SkillfullBeing,1307,Garchomp,Dragonite,Volcarona,Starmie,Jirachi,Breloom,Jirachi,16,lose,None,None,None,None,Dragon Dance,Earthquake,Dragon Claw,None,Bug Buzz,Giga Drain,Quiver Dance,None,Rapid Spin,None,None,None,Ice Punch,None,None,None,Mach Punch,None,None,None,0,0
2148346286,Crimsonbacon38,1299,Tyranitar,Excadrill,Landorus-Therian,Celebi,Keldeo,Latios,Tyranitar,41,win,Superpower,Pursuit,None,None,Earthquake,Rapid Spin,None,None,Earthquake,Stealth Rock,Knock Off,None,Baton Pass,Energy Ball,Leech Seed,Recover,Calm Mind,Hidden Power,None,None,Draco Meteor,None,None,None,1,0
2148746615,tyranitar1977,1336,Rotom-Wash,Landorus-Therian,Jirachi,Tyranitar,Latios,Garchomp,Rotom-Wash,12,win,Volt Switch,None,None,None,None,None,None,None,Fire Punch,Thunder,None,None,None,None,None,None,None,None,None,None,Draco Meteor,Stealth Rock,None,None,1,0
2148844774,Moth fantall.,1484,Politoed,Tentacruel,Ferrothorn,Thundurus-Therian,Latios,Jirachi,Jirachi,20,lose,Hydro Pump,Encore,None,None,Toxic,None,None,None,Stealth Rock,None,None,None,None,None,None,None,Draco Meteor,None,None,None,U-turn,Iron Head,None,None,0,1
2148880404,BWR Monai,1479,Politoed,Garchomp,Magnezone,Starmie,Empoleon,Latios,Starmie,21,lose,None,None,None,None,Outrage,None,None,None,Thunder,Substitute,None,None,Ice Beam,None,None,None,Surf,None,None,None,Trick,None,None,None,0,0
2148975801,nidiedi,1469,Volcarona,Salamence,Xatu,Ninetales,Excadrill,Heatran,Xatu,14,win,Flamethrower,Hidden Power,Giga Drain,Quiver Dance,Dragon Claw,None,None,None,None,None,None,None,Flamethrower,None,None,None,None,None,None,None,None,None,None,None,0,0
2149241201,Primary Trout,1353,Politoed,Excadrill,Tentacruel,Latios,Bronzong,Terrakion,Bronzong,28,win,Scald,None,None,None,Earthquake,None,None,None,Scald,Rapid Spin,Protect,None,None,None,None,None,Toxic,Hidden Power,Stealth Rock,Gyro Ball,Close Combat,Swords Dance,None,None,0,1
2149316703,Koolwraith,1339,Garchomp,Milotic,Lucario,Volcarona,Amoonguss,Zapdos,Milotic,25,win,Earthquake,Outrage,None,None,Scald,Protect,Toxic,Recover,None,None,None,None,Bug Buzz,Quiver Dance,Fiery Dance,None,Toxic,None,None,None,Roost,Thunder Wave,Hidden Power,None,0,0
2149372318,Spheric Skunk,1345,Garchomp,Terrakion,Starmie,Dragonite,Scizor,Breloom,Terrakion,21,lose,Earthquake,None,None,None,Stealth Rock,None,None,None,Rapid Spin,Ice Beam,Hydro Pump,None,Extreme Speed,Outrage,None,None,Bullet Punch,Swords Dance,None,None,Mach Punch,Bullet Seed,None,None,0,0
2149378331,bwrepublic,1492,Tyranitar,Gliscor,Excadrill,Latios,Alakazam,Rotom-Wash,Rotom-Wash,16,win,Crunch,Pursuit,None,None,Stealth Rock,Earthquake,None,None,None,None,None,None,None,None,None,None,Hidden Power,None,None,None,Will-O-Wisp,Volt Switch,None,None,1,0
2149386399,BWR Monai,1423,Politoed,Starmie,Ferrothorn,Tornadus,Dragonite,Mamoswine,Ferrothorn,20,win,Hydro Pump,None,None,None,None,None,None,None,Stealth Rock,Knock Off,None,None,Tailwind,None,None,None,Extreme Speed,None,None,None,Earthquake,Icicle Crash,Ice Shard,None,0,0
2149388932,BWR Monai,1449,Politoed,Starmie,Ferrothorn,Tornadus,Dragonite,Mamoswine,Ferrothorn,28,win,Scald,None,None,None,Ice Beam,None,None,None,Stealth Rock,Power Whip,Knock Off,None,Tailwind,Hurricane,None,None,Superpower,Extreme Speed,None,None,Ice Shard,None,None,None,0,0
2149395259,Beetleinthebox,1344,Tyranitar,Ferrothorn,Landorus-Therian,Latios,Alakazam,Reuniclus,Landorus-Therian,30,win,Pursuit,None,None,None,Stealth Rock,None,None,None,U-turn,Explosion,None,None,Draco Meteor,None,None,None,Psychic,None,None,None,Psychic,Calm Mind,Recover,None,1,0
2149408415,UncleSlayers,1506,Politoed,Keldeo,Starmie,Ferrothorn,Latios,Thundurus-Therian,Politoed,12,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,1
2149474577,nb 41st,1346,Ferrothorn,Politoed,Thundurus-Therian,Tentacruel,Latios,Mamoswine,Latios,46,win,Stealth Rock,Power Whip,Leech Seed,None,Encore,Surf,None,None,Hidden Power,Thunder,None,None,Scald,Toxic,Protect,None,Trick,Surf,None,None,Earthquake,Ice Shard,None,None,0,1
2149493508,violet femmes,1435,Tyranitar,Latios,Excadrill,Ferrothorn,Gliscor,Jellicent,Gliscor,84,win,Crunch,Pursuit,None,None,Surf,Roar,None,None,Rapid Spin,Earthquake,None,None,Spikes,Stealth Rock,Power Whip,Gyro Ball,Swords Dance,Ice Fang,Earthquake,Protect,Taunt,Recover,Will-O-Wisp,Night Shade,0,0
2149533390,Spheric Skunk,1308,Politoed,Kyurem-Black,Starmie,Ferrothorn,Garchomp,Latios,Politoed,6,lose,Toxic,Scald,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2149550307,BWR Monai,1412,Politoed,Garchomp,Magnezone,Starmie,Empoleon,Latios,Garchomp,63,lose,Scald,Rest,Toxic,Encore,Stealth Rock,Outrage,Swords Dance,None,Thunder,Charge Beam,None,None,Ice Beam,Hydro Pump,None,None,None,None,None,None,Trick,Draco Meteor,Surf,Psyshock,0,0
2149629231,Crimsonbacon38,1296,Ferrothorn,Politoed,Keldeo,Latios,Garchomp,Starmie,Politoed,22,win,Gyro Ball,None,None,None,None,None,None,None,Calm Mind,Secret Sword,Surf,None,Surf,None,None,None,Stealth Rock,Earthquake,None,None,Thunder,None,None,None,0,0
2149775311,Coronet077,1362,Magnezone,Jirachi,Kyurem-Black,Latios,Garchomp,Dragonite,Jirachi,17,win,Hidden Power,Sunny Day,None,None,Thunder,U-turn,Icy Wind,Stealth Rock,None,None,None,None,None,None,None,None,Earthquake,None,None,None,None,None,None,None,0,0
2149857685,BWR Monai,1464,Politoed,Starmie,Ferrothorn,Tornadus,Dragonite,Mamoswine,Ferrothorn,29,win,Ice Beam,None,None,None,Thunder,Hydro Pump,None,None,Stealth Rock,Power Whip,Gyro Ball,Knock Off,Tailwind,Hurricane,None,None,Dragon Claw,Outrage,None,None,Ice Shard,None,None,None,0,0
2149959896,UnnervingGang,1384,Reuniclus,Gastrodon-East,Gliscor,Skarmory,Tyranitar,Alakazam,Gliscor,25,win,Calm Mind,Recover,Hidden Power,None,None,None,None,None,Knock Off,Stealth Rock,Earthquake,Protect,Spikes,None,None,None,None,None,None,None,None,None,None,None,1,0
2150068135,Croaset,1323,Reuniclus,Skarmory,Latios,Tyranitar,Latias,Clefable,Clefable,35,win,Psyshock,Calm Mind,Recover,Focus Blast,Stealth Rock,Spikes,Whirlwind,None,Surf,Thunder Wave,None,None,Crunch,None,None,None,None,None,None,None,Thunder Wave,Flamethrower,None,None,0,0
2150139154,fangqiang,1340,Alakazam,Skarmory,Tyranitar,Mamoswine,Jellicent,Excadrill,Skarmory,36,lose,Grass Knot,None,None,None,Stealth Rock,Spikes,None,None,Crunch,Thunder Wave,None,None,Earthquake,Ice Shard,Superpower,None,Will-O-Wisp,None,None,None,Earthquake,None,None,None,1,0
2150168449,geathan2,1491,Politoed,Ferrothorn,Alakazam,Tentacruel,Landorus-Therian,Kyurem-Black,Landorus-Therian,41,win,Hydro Pump,None,None,None,Stealth Rock,Knock Off,None,None,Psyshock,Focus Blast,None,None,Scald,None,None,None,Earthquake,None,None,None,Outrage,None,None,None,0,1
2150391675,spliffdiff,1434,Honchkrow,Terrakion,Garchomp,Conkeldurr,Keldeo-Resolute,Breloom,Terrakion,19,lose,Brave Bird,Sucker Punch,None,None,Close Combat,Stone Edge,Stealth Rock,None,Earthquake,Rock Slide,None,None,Drain Punch,None,None,None,Hidden Power,Surf,None,None,Mach Punch,None,None,None,0,0
2150399956,BWR Ashes,1447,Politoed,Ferrothorn,Jirachi,Latias,Kyurem-Black,Starmie,Kyurem-Black,16,win,Scald,None,None,None,None,None,None,None,Thunder,Calm Mind,None,None,None,None,None,None,Ice Beam,None,None,None,Thunder,None,None,None,0,0
2150434406,HydreigonSpammer,1340,Gengar,Landorus-Therian,Rotom-Wash,Alakazam,Ferrothorn,Gliscor,Landorus-Therian,28,win,Shadow Ball,Energy Ball,None,None,Earthquake,U-turn,None,None,Hydro Pump,Will-O-Wisp,Trick,None,None,None,None,None,Spikes,Power Whip,None,None,Stealth Rock,Earthquake,Toxic,None,0,0
2150568988,le nez de kyk,1422,Garchomp,Ferrothorn,Keldeo,Mew,Excadrill,Landorus-Therian,Landorus-Therian,27,lose,Dragon Claw,Swords Dance,None,None,Spikes,Power Whip,Leech Seed,Thunder Wave,Icy Wind,Hydro Pump,None,None,Will-O-Wisp,None,None,None,Iron Head,None,None,None,Earthquake,Stealth Rock,None,None,0,0
2150573246,BWR Mario18,1332,Tyranitar,Landorus-Therian,Excadrill,Reuniclus,Slowbro,Terrakion,Reuniclus,33,win,Pursuit,None,None,None,Stealth Rock,U-turn,None,None,Rapid Spin,None,None,None,Thunder Wave,None,None,None,Scald,Slack Off,Flamethrower,None,Close Combat,Stone Edge,None,None,1,0
2150691980,eminemlovesmen,1474,Blissey,Excadrill,Jellicent,Tyranitar,Landorus-Therian,Terrakion,Tyranitar,8,lose,Stealth Rock,None,None,None,None,None,None,None,None,None,None,None,Thunder Wave,Pursuit,None,None,U-turn,None,None,None,None,None,None,None,1,0
2150713795,Torvik en place,1387,Politoed,Ferrothorn,Tentacruel,Tornadus,Latios,Jirachi,Politoed,65,lose,Scald,Toxic,None,None,Spikes,Stealth Rock,Power Whip,Gyro Ball,Toxic,Rapid Spin,None,None,Protect,Hurricane,Substitute,None,Trick,Draco Meteor,None,None,Thunder,Calm Mind,Water Pulse,None,0,1
2150725318,happy_hitbox,1375,Jirachi,Conkeldurr,Scizor,Politoed,Keldeo,Donphan,Keldeo,12,lose,U-turn,None,None,None,Drain Punch,None,None,None,None,None,None,None,None,None,None,None,Scald,Toxic,None,None,None,None,None,None,0,0
2150740166,Blossummm,1396,Skarmory,Latios,Jellicent,Tyranitar,Alakazam,Landorus-Therian,Skarmory,21,lose,Stealth Rock,Spikes,None,None,Draco Meteor,None,None,None,Recover,Will-O-Wisp,Scald,None,Pursuit,None,None,None,Psychic,Hidden Power,None,None,Hidden Power,Earthquake,None,None,1,0
2150750018,Bwr the za,1315,Politoed,Mamoswine,Magnezone,Gyarados,Starmie,Ferrothorn,Ferrothorn,40,lose,Ice Beam,Encore,None,None,Earthquake,Icicle Crash,None,None,Hidden Power,Thunder,Substitute,None,Dragon Dance,Waterfall,None,None,Thunder,Hydro Pump,None,None,Spikes,Stealth Rock,Power Whip,Leech Seed,0,0
2151141719,wavyish,1431,Tyranitar,Heatran,Excadrill,Latios,Rotom-Wash,Reuniclus,Tyranitar,16,lose,Crunch,None,None,None,None,None,None,None,Earthquake,None,None,None,None,None,None,None,Pain Split,Hydro Pump,Will-O-Wisp,Volt Switch,Psychic,None,None,None,0,0
2151203335,le nez de kyk,1422,Garchomp,Ferrothorn,Keldeo,Mew,Excadrill,Landorus-Therian,Landorus-Therian,27,lose,Dragon Claw,Swords Dance,None,None,Spikes,Power Whip,Leech Seed,Thunder Wave,Icy Wind,Hydro Pump,None,None,Will-O-Wisp,None,None,None,Iron Head,None,None,None,Earthquake,Stealth Rock,None,None,0,0
2151242512,blossummm,1360,Abomasnow,Excadrill,Landorus-Therian,Latios,Jirachi,Kyurem,Abomasnow,29,lose,Ice Shard,Blizzard,None,None,Iron Head,None,None,None,Stealth Rock,None,None,None,Surf,None,None,None,Fire Punch,Iron Head,Substitute,Body Slam,Focus Blast,None,None,None,0,0
2151251543,blossummm,1345,Excadrill,Abomasnow,Landorus-Therian,Latios,Jirachi,Kyurem,Jirachi,34,win,Iron Head,None,None,None,Ice Shard,Blizzard,None,None,None,None,None,None,None,None,None,None,Fire Punch,Iron Head,Substitute,Body Slam,Blizzard,None,None,None,0,0
2151361486,blossummm,1361,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian,Keldeo,34,win,Crunch,Superpower,None,None,Hidden Power,None,None,None,Dragon Pulse,Surf,None,None,Spikes,Gyro Ball,Knock Off,None,Scald,Taunt,Hidden Power,Secret Sword,Earthquake,Stealth Rock,U-turn,None,1,0
2151683383,dhklserdtfyguhi,1264,Tyranitar,Gliscor,Skarmory,Latios,Reuniclus,Alakazam,Gliscor,71,win,None,None,None,None,Stealth Rock,Protect,None,None,Brave Bird,Spikes,None,None,Recover,Thunder Wave,None,None,Psyshock,Calm Mind,Recover,Hidden Power,Psyshock,None,None,None,1,0
2151793893,BWR Ashes,1410,Politoed,Mamoswine,Tentacruel,Thundurus-Therian,Ferrothorn,Latios,Politoed,26,win,Scald,Encore,Protect,None,Earthquake,None,None,None,Rapid Spin,Protect,Toxic Spikes,None,Thunder,None,None,None,Gyro Ball,None,None,None,Trick,Draco Meteor,None,None,0,1
2151796155,yungmacedgod,1403,Tyranitar,Landorus-Therian,Excadrill,Garchomp,Celebi,Rotom-Wash,Celebi,16,lose,Pursuit,None,None,None,None,None,None,None,None,None,None,None,Outrage,None,None,None,Baton Pass,Stealth Rock,Recover,None,Hydro Pump,Will-O-Wisp,None,None,1,0
2151817456,BWR Ashes,1439,Politoed,Mamoswine,Tentacruel,Thundurus-Therian,Ferrothorn,Latios,Thundurus-Therian,36,win,Scald,Toxic,Protect,None,Earthquake,None,None,None,Scald,Protect,None,None,Hidden Power,Thunder,Focus Blast,None,Stealth Rock,Power Whip,Gyro Ball,None,Trick,Surf,None,None,0,1
